centroidRMSE_m,centroidMax_m,dronePositionRMSE_m,pointingRMSE_deg,pointingMax_deg,settledPointingRMSE_deg,edgeRMSE_m,edgeMax_m,minimumSeparation_m,maximumPlanarityError_m,maximumSpeed_mps,maximumTilt_deg,accelerationLimited_percent,motorSaturated_percent,quaternionNormMaxError,minimumFarFieldRatio,coherentLossMean_dB,snrMean_dB,snrGainOverFixedPlaneMean_dB,separationViolation,settlingTime_s
0.0288538749547848,0.206155281280883,0.0316227940333724,1.30042094715451,12.1787943765179,0.00945850441412053,0.000344332794370538,0.00503258372451443,1.38094034801887,6.30078058023783e-16,0.62962864901068,4.08713525695101,0,0,3.10007575166082e-12,6.76367426004753,0.00589786951882038,92.0635173973739,0.250694185239414,0,1.86
