time_s,centroid_error_m,pointing_error_deg,axis_error_deg,edge_rms_m,edge_max_m,minimum_separation_m,planarity_m,snr_dB,coherent_loss_dB,fixed_plane_snr_dB
1.72,0.0608621625829308,2.31922777751188,2.31922777751188,0.000319931597525399,0.000412928087037967,1.38522771796806,1.43329176164975e-16,92.0196581330315,0.0189168927422163,92.0381354047467
1.74,0.0598596937949939,2.26749204992513,2.26749204992513,0.000455714238755263,0.000491636457701228,1.3851490095974,2.72419713904338e-16,92.0201390478246,0.0180830582564545,92.0377593315329
1.76,0.0588733751020129,2.21703340746428,2.21703340746428,0.000585199890409437,0.000609882756754887,1.38503076329835,4.18179912179388e-16,92.0205939541452,0.0172879463273898,92.0373943980471
1.78,0.0579030301850497,2.16778262814429,2.16778262814429,0.000700627999613962,0.000764088004621577,1.38487655805048,2.80317572997126e-16,92.0210250678862,0.0165291746450135,92.0370404164039
1.8,0.0569484835975318,2.11967212615509,2.11967212615509,0.000798042663071716,0.000893325954455237,1.38474732010065,1.44444595136665e-16,92.0214344738144,0.0158045016104967,92.0366971925296
1.82,0.0560095601280141,2.0726370365826,2.0726370365826,0.000875002898174292,0.000995771165328119,1.38464487488977,1.35263943723665e-16,92.0218241179646,0.0151118348829537,92.0363645261369
1.84,0.0550860843768633,2.02661619409515,2.02661619409515,0.00092999662158719,0.00107026226123863,1.38457038379386,2.77555756156289e-16,92.0221958027654,0.0144492369818573,92.0360422108364
1.86,0.0541778805057052,1.98155298406277,1.98155298406277,0.000962247213010464,0.0011163050345675,1.38452434102053,3.88578058618805e-16,92.0225511848428,0.0138149279535322,92.0357300343407
1.88,0.0532847721167364,1.93739604837226,1.93739604837226,0.00097162905645545,0.00113406021033757,1.38450658584476,1.44222201478767e-16,92.0228917753849,0.0132072851795664,92.0354277787165
1.9,0.0524065822205216,1.8940998328162,1.8940998328162,0.00095861411238896,0.00112431666949497,1.38451632938561,1.39929581461308e-16,92.0232189428947,0.0126248404709598,92.0351352206387
1.92,0.0515431332552121,1.85162496745136,1.85162496745136,0.000924224477229223,0.00108845124040102,1.3845521948147,1.54536504782533e-16,92.0235339181103,0.0120662746522179,92.0348521316112
1.94,0.0506942471267445,1.80993847622711,1.80993847622711,0.000869982534324601,0.00102837643980269,1.3846122696153,1.28447654151087e-16,92.0238378008332,0.0115304098947548,92.0345782781231
1.96,0.0498597452476049,1.76901381693573,1.76901381693573,0.000797856722134829,0.000946477773602794,1.3846941682815,1.60447074108492e-16,92.0241315683722,0.0110162001057654,92.0343134217232
1.98,0.049039448560465,1.72883075708627,1.72883075708627,0.00071020450839804,0.000845542390822906,1.38479510366428,1.4175284507353e-16,92.0244160852909,0.0105227197172159,92.0340573190058
2,0.0482331775414885,1.68937509571708,1.68937509571708,0.000609718292583786,0.000728681019499522,1.3849119650356,1.39700000369091e-16,92.0246921141309,0.010049151247139,92.0338097215121
2.02,0.0474407521856772,1.6506382448634,1.6506382448634,0.000499389973544917,0.000599245200257448,1.38504140085484,2.8888919027333e-17,92.024960326781,0.0095947720217869,92.0335703755612
2.04,0.0466619919826569,1.61261668785197,1.61261668785197,0.000382546185050742,0.000460741872238657,1.38517990418286,4.05791831170994e-16,92.0252213161665,0.0091589404510454,92.033339022033
2.06,0.0458967158953799,1.57531133420326,1.57531133420326,0.00026318645813641,0.000320552212840219,1.38532009384226,6.84575016440293e-17,92.0254756079459,0.00874108224090765,92.0331153961285
2.08,0.0451447423561404,1.53872679296805,1.53872679296805,0.000148255052865227,0.000190559903533227,1.38545008615157,4.18256663563384e-16,92.0257236719265,0.008340676905957,92.0328992271365
2.1,0.0444058892941116,1.50287058762134,1.50287058762134,7.27445865550162e-05,0.000106721469543158,1.38557910604004,1.53075627245853e-16,92.025965932938,0.00795724491265091,92.0326902382337
2.12,0.0436799742064657,1.46775233619201,1.46775233619201,0.000130969184582556,0.000186104049213487,1.38570409138606,2.88444402957535e-16,92.0262027809386,0.00759033574224051,92.0324881463429
2.14,0.0429668142814989,1.43338292015909,1.43338292015909,0.000230312777300593,0.000257375270358295,1.38582217527679,4.04603565571184e-16,92.0264345801703,0.0072395171123289,92.032292662064
2.16,0.0422662265774554,1.39977366487026,1.39977366487026,0.000326462816612587,0.000365888830821559,1.38593074968289,3.67171752872013e-17,92.0266616772228,0.0069043655408972,92.0321034896921
2.18,0.0415780282555877,1.36693555261577,1.36693555261577,0.000412595441574865,0.00047394809657697,1.38600997803002,1.40844163624868e-16,92.0268844079088,0.00658445837873871,92.031920327322
2.2,0.0409020368608685,1.33487848771003,1.33487848771003,0.000485956180332211,0.00056700817270583,1.38604825786438,1.1331166295921e-17,92.0271031029028,0.0062793673778671,92.0317428670354
2.22,0.0402380706393281,1.30361063028507,1.30361063028507,0.000544884206903393,0.000643509147656207,1.38607366373028,1.51176614174929e-16,92.0273180921333,0.00598865380820881,92.0315707951584
2.24,0.0395859488775522,1.27313781283094,1.27313781283094,0.000588336149650728,0.000702341531561013,1.38608580739408,1.60647008234791e-16,92.0275297079598,0.00571186508376822,92.0314037925712
2.26,0.0389454922478175,1.24346305037735,1.24346305037735,0.000615768023716585,0.000742855261104403,1.38608463977669,4.19559288917542e-16,92.027738287202,0.00544853281559662,92.0312415350502
2.28,0.0383165231418022,1.21458615217993,1.21458615217993,0.000627093298750646,0.000764857577273181,1.38607044480005,4.60274150786893e-17,92.0279441721126,0.00519817217270124,92.0310836936185
2.3,0.0376988659767803,1.1865034395896,1.1865034395896,0.000622658933549902,0.000768600191708213,1.38604382496045,5.06745162040676e-17,92.0281477104113,0.00496028240502818,92.030929934885
2.32,0.0370923474605526,1.15920757187962,1.15920757187962,0.000603224912991697,0.000754756399900192,1.38600567920972,2.56520187184616e-16,92.0283492545107,0.00473434836441437,92.0307799213519
2.34,0.0364967968048184,1.13268747881926,1.13268747881926,0.000569945385489998,0.000724389020043459,1.38595717390413,1.58636328142894e-16,92.0285491600726,0.00451984285004958,92.0306333116783
2.36,0.0359120458808522,1.10692839655894,1.10692839655894,0.000524356206141305,0.000678910229838792,1.38589970773561,4.08551010907525e-17,92.0287477840385,0.00431622960338042,92.0304897608884
